question_id,option_id,option_label,weighted_share,weighted_percent,weighted_n,unweighted_n,is_missing,source_url
2025-148_q10,1,Strongly disagree,0.06721958601182584,6.72,67.21958601182769,67,false,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#rate-your-level-of-agreement-with-the-following-statement-preconception-car
2025-148_q10,2,Slightly disagree,0.08795422653733614,8.8,87.95422653733857,90,false,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#rate-your-level-of-agreement-with-the-following-statement-preconception-car
2025-148_q10,3,Neutral,0.28805926747179783,28.81,288.05926747180575,271,false,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#rate-your-level-of-agreement-with-the-following-statement-preconception-car
2025-148_q10,4,Slightly agree,0.23854205123091118,23.85,238.54205123091774,239,false,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#rate-your-level-of-agreement-with-the-following-statement-preconception-car
2025-148_q10,5,Strongly agree,0.31822486874812894,31.82,318.2248687481377,333,false,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#rate-your-level-of-agreement-with-the-following-statement-preconception-car
2025-148_q100,1,Completely confident,0.10759428629228222,10.76,107.59428629227985,100,false,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#how-confident-are-you-in-your-ability-to-recognize-ai-generated-videos-when-you-see-them
2025-148_q100,2,Fairly confident,0.3372348638596639,33.72,337.23486385965646,333,false,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#how-confident-are-you-in-your-ability-to-recognize-ai-generated-videos-when-you-see-them
2025-148_q100,3,Somewhat confident,0.2616952222351202,26.17,261.69522223511444,258,false,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#how-confident-are-you-in-your-ability-to-recognize-ai-generated-videos-when-you-see-them
2025-148_q100,4,Slightly confident,0.16033889411983118,16.03,160.33889411982764,171,false,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#how-confident-are-you-in-your-ability-to-recognize-ai-generated-videos-when-you-see-them
2025-148_q100,5,Not confident at all,0.13313673349310262,13.31,133.13673349309968,138,false,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#how-confident-are-you-in-your-ability-to-recognize-ai-generated-videos-when-you-see-them
2025-148_q101,1,Greatly detracted,0.06343155627951756,6.34,63.43155627951616,66,false,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#in-your-opinion-has-the-availability-of-mobile-sports-betting-detracted-or-enhanced-your-experience-as-a-sports-spectator
2025-148_q101,2,Somewhat detracted,0.09743364067335374,9.74,97.43364067335159,98,false,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#in-your-opinion-has-the-availability-of-mobile-sports-betting-detracted-or-enhanced-your-experience-as-a-sports-spectator
2025-148_q101,3,Neither detracted or enhanced,0.3875415016050195,38.75,387.5415016050109,398,false,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#in-your-opinion-has-the-availability-of-mobile-sports-betting-detracted-or-enhanced-your-experience-as-a-sports-spectator
2025-148_q101,4,Somewhat enhanced,0.09025499739442455,9.03,90.25499739442256,85,false,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#in-your-opinion-has-the-availability-of-mobile-sports-betting-detracted-or-enhanced-your-experience-as-a-sports-spectator
2025-148_q101,5,Greatly enhanced,0.0521547744872187,5.22,52.154774487217544,43,false,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#in-your-opinion-has-the-availability-of-mobile-sports-betting-detracted-or-enhanced-your-experience-as-a-sports-spectator
2025-148_q101,6,I don't watch sports,0.30918352956046613,30.92,309.1835295604593,310,false,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#in-your-opinion-has-the-availability-of-mobile-sports-betting-detracted-or-enhanced-your-experience-as-a-sports-spectator
2025-148_q102,1,Yes,0.39161105906589017,39.16,391.61105906588153,400,false,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#have-you-heard-of-the-quitline-at-1-800-quit-now-the-quitline-helps-people-live-tobacco-free-with-medication-coaching-and-more
2025-148_q102,2,No,0.6026417403106058,60.26,602.6417403105925,595,false,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#have-you-heard-of-the-quitline-at-1-800-quit-now-the-quitline-helps-people-live-tobacco-free-with-medication-coaching-and-more
2025-148_q102,3,Prefer not to answer,0.005747200623504172,0.57,5.747200623504045,5,false,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#have-you-heard-of-the-quitline-at-1-800-quit-now-the-quitline-helps-people-live-tobacco-free-with-medication-coaching-and-more
2025-148_q103,1,0 Days a Week/I do not play video games,0.3185491243611582,31.85,318.54912436115114,338,false,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#during-a-typical-week-how-many-days-do-you-play-video-games-e-g-games-on-your-phone-on-a-game-console-or-on-a-computer
2025-148_q103,2,1-2 Days a Week,0.18090126730402595,18.09,180.90126730402196,173,false,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#during-a-typical-week-how-many-days-do-you-play-video-games-e-g-games-on-your-phone-on-a-game-console-or-on-a-computer
2025-148_q103,3,3-4 Days a Week,0.15221398467178146,15.22,152.2139846717781,142,false,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#during-a-typical-week-how-many-days-do-you-play-video-games-e-g-games-on-your-phone-on-a-game-console-or-on-a-computer
2025-148_q103,4,5-6 Days a Week,0.10258297037028793,10.26,102.58297037028568,96,false,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#during-a-typical-week-how-many-days-do-you-play-video-games-e-g-games-on-your-phone-on-a-game-console-or-on-a-computer
2025-148_q103,5,7 Days a Week/Every Day,0.24575265329274656,24.58,245.75265329274114,251,false,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#during-a-typical-week-how-many-days-do-you-play-video-games-e-g-games-on-your-phone-on-a-game-console-or-on-a-computer
2025-148_q104,1,"Yes, I already use a blood glucose monitor",0.12416467013906156,12.42,124.16467013905881,131,false,https://reports.verasight.io/reports/verasight-apha-omnibus-survey-2025-148#are-you-planning-to-use-a-blood-glucose-monitor-for-personal-health-and-wellness
